id	name	en	fr	de	es	ru	pt	zh	ja
1406	e_loc_upp_vehicle_hud,	VEHICLE HUD	HUD de véhicule	Fahrzeug HUD.	Vehículo hud	HUD ТЕХНИКИ	Veículo HUD.	载具抬头显示	車ハド
1407	e_loc_upp_discard_items,	DISCARD ITEMS	Jeter les éléments	Artikel verwerfen	Descartar artículos	ВЫБРОСИТЬ ЗА БОРТ	Descartar itens	丢弃物品	アイテムを捨てる
1408	e_loc_upp_travel,	TRAVEL	VOYAGER	REISEN	VIAJE	ПЛЫВЕТ	VIAJAR POR	航行	旅行
1409	e_loc_upp_show_grid,	SHOW GRID	Afficher la grille	RASTER ANZEIGEN	MOSTRAR CUADRÍCULA	ОТОБРАЖАТЬ СЕТКУ	MOSTRE AS GRADES	显示网格	グリッドを表示
1410	e_loc_interaction_bearing,	bearing	palier	Lager	soportando	направление	consequência	方向	ベアリング
1411	e_loc_upp_air_traffic_taxi,	TAXI	TAXI	TAXI	TAXI	РУЛЕЖКА	TÁXI	滑行	タクシー
1412	e_loc_upp_air_traffic_queued,	QUEUED	En file d'attente	IN WARTESCHLANGE	PUESTO EN COLA	ОЖИДАНИЕ	ENFILEIRADAS	排队	qu々
1413	e_loc_upp_air_traffic_landing,	LANDING	ATTERRISSAGE	LANDUNG	ATERRIZAJE	ПОСАДКА	ATERRISSAGEM	降落	着陸
1414	e_loc_upp_air_traffic_launch,	LAUNCH	LANCEMENT	START	LANZAMIENTO	ЗАПУСК	LANÇAR	起飞	発売
1415	e_loc_upp_island_names,	ISLAND NAMES	Noms des îles	Inselnamen	Nombres de islas	ИМЕНА ОСТРОВОВ	Nomes da ilha.	岛屿名称	島の名前
1416	e_loc_virus_bot_retired,	Virus Bot Retired	Virus Bot a pris sa retraite	Virus Bot Retorierte	Virus bot se retiró	Вирусный бот отключен	Virus bot se aposentou	病毒机器人失效	ウイルスボットが引退しました
1417	e_loc_in_barges,	In Transit	En transit	Auf der Durchreise	En tránsito	В пути	Em trânsito	运输中	輸送中
1418	e_loc_acronym_thousand,	k	k	K.	k	к	K.	k	k
1419	e_loc_100mm_cannon	100mm Cannon	Canon 100mm	100-mm-Kanone	Cañón de 100mm	пушка калибра 100мм	Canhão de 100 mm	100毫米炮	100mmの大砲
1420	e_loc_upp_mods,	MODS	Mods	MODIFIKATIONEN	Mods	Моды	MODIFICAÇÕES	模组	モード
1421	e_loc_upp_installed_mods,	INSTALLED MODS	Mods installés	Installierte Mods.	Mods instalados	Установленные моды	Mods instalados	已安装模组	インストールされたモッド
1422	e_loc_restart_to_apply_changes,	Please restart the game for changes to take effect.	Veuillez redémarrer le jeu pour obtenir des modifications à prendre effet.	Bitte starten Sie das Spiel neu, damit Änderungen wirksam werden.	Por favor, reinicie el juego para que los cambios surtan efecto.	Пожалуйста, перезапустите игру для изменений в силу.	Por favor, reinicie o jogo para alterações para entrar em vigor.	请重启游戏使变更生效。	変更を有効にするためにゲームを再起動してください。
1423	e_loc_no_mods_installed,	no mods installed	Aucun mods installé	Keine Mods installiert	Sin mods instalados	Никаких модов не установлена	Nenhum mods instalado	无已安装模组	モッズがインストールされていません
1424	e_loc_mod,	Mod	Modeler	Mode	Modificación	Мод	Modificação	模组	モッド
1425	e_loc_incompatible,	incompatible	incompatible	unvereinbar	incompatible	несовместимый	incompatível	不兼容	非互換
1426	e_loc_incompatible_mods_warning,	Enabling this mod will disable the following incompatible mods:	Activation de ce mod désactivera les mods incompatibles suivants:	Aktivieren dieses Mods deaktiviert die folgenden inkompatiblen Mods:	Habilitar este mod deshabilitará los siguientes mods incompatibles:	Включение этого мода отключит следующие несовместимые моды:	Ativando este mod irá desativar os seguintes mods incompatíveis:	启用此模组将使以下不兼容模组失效：	このMODを有効にすると、以下の互換性のないMODが無効になります。
1427	e_loc_upp_disable_all,	DISABLE ALL	DÉSACTIVER TOUS LES	ALLE DEAKTIVIEREN	DESACTIVAR TODO	ОТКЛЮЧИТЬ ВСЕ	Desativar tudo	禁用所有	すべて無効にします
1428	e_loc_confirm_disable_all_mods,	Are you sure you want to disable all mods?	Êtes-vous sûr de vouloir désactiver tous les mods?	Möchten Sie sicher, dass Sie alle Mods deaktivieren möchten?	¿Está seguro de que desea deshabilitar todos los mods?	Вы уверены, что хотите отключить все моды?	Tem certeza de que deseja desativar todos os mods?	你是否确定要禁用所有模组？	あなたはすべてのmodを無効にしますか？
1429	e_loc_upp_upload_to_workshop,	UPLOAD TO STEAM WORKSHOP	Télécharger sur l'atelier de vapeur	Laden Sie zum Dampf-Workshop hoch	Subir al taller de vapor	Загрузить в паровую мастерскую	Upload para o Workshop Steam	上传到Steam创意工坊	Steam Workshopにアップロードします
1430	e_loc_upp_local_mods,	LOCAL MODS	Mods locaux	Lokale Mods	Mods locales	Локальные моды	Mods locais	本地模组	ローカルモッズ
1431	e_loc_upp_steam_mods,	STEAM MODS	Mods à vapeur	Dampfmods	Mods de vapor	Паровые моды	Mods Steam.	Steam模组	スチームモード
1432	e_loc_upload_error,	upload error	Erreur de téléversement	Fehler hochladen.	Error al Subir	Загрузить ошибку	Erro de upload	上传错误	アップロードエラー
1433	e_loc_upload_error_unknown_error,	unknown error	erreur inconnue	unbekannter Fehler	error desconocido	неизвестная ошибка	erro desconhecido	未知错误	未知のエラー
1434	e_loc_upload_error_upload_in_progress,	upload already in progress	Télécharger déjà en cours	Upload bereits in Arbeit	Sube ya en progreso	Загрузить уже в процессе	Upload já em andamento	正在上传	すでに進行中にアップロードします
1435	e_loc_upload_error_upload_failed,	upload failed	Échec de l'échec de l'échec	Upload fehlgeschlagen	subida fallida	Загрузка не удалась	Upload falhou	上传失败	アップロード失敗
1436	e_loc_upload_error_reupload_steam_mod,	reuploading steam item	Reuploading Steam Item	Wiederaufführung von Dampfpunkt	Artículo de vapor de reuploading	Reuploading Steam Pood	Reumploading item de vapor	重新上传Steam项目中	Steam Itemの再アップロード
1437	e_loc_upload_error_invalid_manifest,	invalid manifest	Manifeste invalide	Ungültiges Manifest.	manifiesto inválido	Неверный манифест	Manifesto inválido	无效清单	無効なマニフェスト
1438	e_loc_upload_error_no_content,	mod has no content	mod n'a pas de contenu	Mod hat keinen Inhalt	mod no tiene contenido	Мод не имеет контента	mod não tem conteúdo	模组无内容	MODにはコンテンツがありません
1439	e_loc_upload_error_no_thumbnail,	mod has no thumbnail	mod n'a pas de vignette	mod hat kein thumbnail	mod tiene ninguna miniatura	не имеет миниатюры	mod não tem miniatura	模组无缩略图	MODにはサムネイルがありません
1440	e_loc_upload_error_unexpected_content_format,	unexpected content found	Contenu imprévu trouvé	unerwartete Inhalte gefunden	Contenido inesperado encontrado	Неожиданный контент	Conteúdo inesperado encontrado	发现意外内容	予期せぬコンテンツが見つかりました
1441	e_loc_upload_complete,	upload completed successfully	Télécharger complété avec succès	Upload erfolgreich abgeschlossen	Cargar completado con éxito	Загрузить успешно завершено	Upload concluído com sucesso	上传成功	アップロードは正常に完了しました
1442	e_loc_upp_upload,	UPLOAD	TÉLÉCHARGER	HOCHLADEN	SUBIR	ЗАГРУЗИТЬ	ENVIO	上传	アップロード
1443	e_loc_upp_new_workshop_item,	NEW WORKSHOP ITEM	Nouvel élément d'atelier	Neuer Workshop-Artikel	Nuevo artículo de taller	Новая мастерская вещь	Novo item de oficina	新创意工坊项目	新しいワークショップアイテム
1444	e_loc_upp_update_existing_item,	UPDATE EXISTING ITEM	Mettre à jour l'article existant	Bestehende Artikel aktualisieren.	Actualizar el artículo existente	Обновление существующего элемента	Atualizar item existente	更新已有项目	既存のアイテムを更新します
1445	e_loc_uploading,	uploading	Téléchargement	Hochladen	subida	Загрузка	Enviando	上传中	アップロード
1446	e_loc_no_mods_published,	no mods published	Aucun mods publié	Keine Mods veröffentlicht	No hay mods publicados	Не опубликовано никаких модов	Nenhum mods publicado	无已发布模组	MODSは公開されていません
1447	e_loc_no_local_mods_found,	no local mods found	Aucun mods locaux trouvés	Keine lokalen Mods gefunden	No se encontraron mods locales	Нет локальных модов	Nenhum mods local encontrado	未发现本地模组	ローカルモッズが見つかりません
1448	e_loc_confirm_upload_mod,	Are you sure you want to upload this mod to the Steam Workshop?	Êtes-vous sûr de vouloir télécharger ce mod sur l'atelier de vapeur?	Möchten Sie diesen Mod sicher, dass Sie diesen Mod in den Steam-Workshop hochladen möchten?	¿Está seguro de que desea cargar este mod al taller de vapor?	Вы уверены, что хотите загрузить этот мод в семинар Steam?	Tem certeza de que deseja carregar este mod para o Workshop Steam?	你是否确定要将此模组上传到Steam创意工坊？	このmodをSteam Workshopにアップロードしたいのですか？
1449	e_loc_following_mod_will_be_overwritten,	The following mod will be overwritten (this cannot be undone)	Le mod suivant sera écrasé (cela ne peut pas être annulé)	Der folgende Mod wird überschrieben (dies kann nicht rückgängig gemacht werden)	Se sobrescribirá el siguiente mod (esto no se puede deshacer)	Следующий мод будет перезаписан (это не может быть отменено)	O seguinte mod será sobrescrito (isso não pode ser desfeito)	以下模组将会被覆盖（无法撤销）	次のmodが上書きされます（これは元に戻すことはできません）。
1450	e_loc_workshop_agreement,	By submitting this item, you agree to the workshop terms of service.	En soumettant cet article, vous acceptez les conditions d'atelier.	Wenn Sie diesen Artikel einreichen, stimmen Sie dem Workshop-Nutzungsbedingungen zu.	Al enviar este artículo, usted acepta los TRANSHOP Términos de servicio.	Отправляя этот товар, вы соглашаетесь с Условиями обслуживания семинаров.	Ao enviar este item, você concorda com os termos do serviço Workshop.	上传此项目即视为同意Steam服务条款。	このアイテムを送信することによって、あなたはワークショップ条件に同意します。
1451	e_loc_mod_visibility,	upload visibility	Télécharger la visibilité	Sichtbarkeit hochladen	Cargar visibilidad	Загрузить видимость	Carregar visibilidade	上传可见性	可視性をアップロードします
1452	e_loc_mod_visibility_public,	public	Publique	öffentlich zugänglich	público	публичный	público	公开	公衆
1453	e_loc_mod_visibility_private,	private	privé	Privat	privado	частный	privado	私密	プライベート
1454	e_loc_mod_visibility_friends,	friends	copains	Freunde	amigos	друзья	amigos	好友	友達
1455	e_loc_unlocked_blueprints,	Unlocked Blueprints	Blueprints déverrouillés	Entriegelte Blaupausen.	Blueprints desbloqueados	Разблокированы чертежи	Blueprints desbloqueados	已解锁蓝图	ロック解除された青写真
1456	e_loc_unlocked_blueprints_default,	default	défaut	Ursprünglich	por defecto	По умолчанию	predefinição	默认	ディフォルト
1457	e_loc_unlocked_blueprints_none,	none	rien	keiner	ninguna	никто	Nenhum	无	無し
1458	e_loc_unlocked_blueprints_all,	all	tous	alle	todos	все	todo	所有	すべて
1459	e_loc_upload_error_failed_to_copy_content,	failed to copy content	Impossible de copier le contenu	Inhalte konnte nicht kopiert werden	Error al copiar contenido	Не удалось скопировать контент	Falha ao copiar conteúdo	复制内容失败	コンテンツのコピーに失敗しました
1460	e_loc_upload_error_failed_to_delete_upload_folder,	failed to delete upload folder	Échec de la suppression de dossier de téléchargement	Fehler beim Löschen des Upload-Ordners	Error al eliminar la carpeta de carga	Не удалось удалить папку для загрузки	Falha ao excluir a pasta de upload	删除上传文件夹失败	アップロードフォルダの削除に失敗しました
1461	e_loc_needlefish_chassis_aa,	Needlefish (CIWS)	Aiguillefish (CIW)	Nadelfisch (CIWs)	Peces de aguja (CIWS)	Рукольник (CIWS)	Agulha (ciws)	针鱼（近防炮）	ニードルフィッシュ（CIWS）
1462	e_loc_needlefish_chassis_torpedo,	Needlefish (Torpedo)	Aiguillefish (torpille)	Nadelfisch (Torpedo)	Peces de aguja (torpedo)	Рукольчан (торпеда)	Agulha (torpedo)	针鱼（鱼雷）	ニードルフィッシュ（魚雷）
1463	e_loc_needlefish_chassis_gun,	Needlefish (Gun)	Aiguillefish (arme à feu)	Nadelfisch (Waffe)	Peces de aguja (pistola)	Рукольчик (пистолет)	Agulha (arma)	针鱼（火炮）	ニードルフィッシュ（銃）
1464	e_loc_needlefish_chassis_missile,	Needlefish (Missile)	Aiguillefish (missile)	Nadelfisch (Rakete)	Peces de aguja (misil)	Рыба (ракета)	Agulha (míssil)	针鱼（导弹）	ニードルフィッシュ（ミサイル）
1465	e_loc_needlefish_chassis_desc,	Light patrol vessel	Navire de patrouille légère	Leichter Patrouillenschiff.	Buque de patrulla ligera	Легкий патрульный сосуд	Embarcação de patrulha leve	轻巡逻舰	ライトパトロール血管
1466	e_loc_upp_attack_type_main_gun,	ARTILLERY STRIKE	Grève d'artillerie	Artilleriestreik.	Huelga de artillería	Артиллерийский удар	Greve de artilharia	炮兵打击	砲兵ストライキ
1467	e_loc_upp_attack_type_cruise_missile,	CRUISE MISSILE	MISSILE DE CROISIÈRE	MARSCHFLUGKÖRPER	MISIL DE CRUCERO	Круиз ракета	Míssil de cruzeiro	巡航导弹	巡航ミサイル
1468	e_loc_needlefish_chassis_aa_desc,	Anti-air patrol vessel	Navire de patrouille anti-air	Anti-Air-Patrol-Gefäß	Buque de patrulla anti-aire	Антиводородный патрульный сосуд	Embarcação de patrulha anti-air	防空巡逻舰	抗エアパトロール血管
1469	e_loc_needlefish_chassis_torpedo_desc,	Anti-ship patrol vessel	Navire de patrouille anti-navire	Anti-Ship-Patrouillengefäß	Buque de patrulla anti-barco	Антисадовый патрульный сосуд	Navio de patrulha anti-navio	反舰巡逻舰	船巡回船
1470	e_loc_needlefish_chassis_gun_desc,	Artillery patrol vessel	Navire de patrouille d'artillerie	Artillerie-Patrouillengefäß.	Buque de patrulla de artillería	Артиллерийское патрульное сосуд	Embarcação de patrulha de artilharia	火炮巡逻舰	砲兵巡回船
1471	e_loc_needlefish_chassis_missile_desc,	Cruise missile patrol vessel	Navire de patrouille de croisière	Cruise Rakete Patrol Schiff	Recipiente de patrulla de misiles de crucero	Круизное ракетное патрульное сосуд	Navio de patrulha de mísseis de cruzeiro	巡航导弹巡逻舰	クルーズミサイルパトロール船
1472	e_loc_input_text_space,	spacebar	barre d'espace	Raummarkte	barra de espacio	космический промежуток	barra de espaço	空格	スペースキー
1473	e_loc_input_chat,	chat	discuter	Plaudern	chat	чат	bate-papo	聊天	チャット
1474	e_loc_input_text_shift,	shift	changement	Verschiebung	cambio	сдвиг	mudança	shift	シフト
1475	e_loc_upp_ban_player,	BAN PLAYER	Interdire	Spieler verbieten	Jugador de prohibición	Запретить игрок	Proibir o jogador	封禁玩家	プレーヤーを禁止します
1476	e_loc_confirm_ban_player,	Are you sure you want to ban this player? They will no longer be able to join this server.	Êtes-vous sûr de vouloir interdire ce joueur? Ils ne pourront plus rejoindre ce serveur.	Sind Sie sicher, dass Sie diesen Spieler verbieten möchten? Sie können diesen Server nicht mehr beitreten.	¿Estás seguro de que quieres prohibir a este jugador? Ya no podrán unirse a este servidor.	Вы уверены, что хотите запретить этого игрока? Они больше не смогут присоединиться к этому серверу.	Tem certeza de que deseja proibir esse jogador? Eles não poderão mais ingressar neste servidor.	你是否确定要封禁此玩家？他将被禁止进入此服务器。	このプレーヤーを禁止したいですか？彼らはもはやこのサーバーに参加することができなくなります。
1477	e_loc_upp_public_servers,	PUBLIC SERVERS	Serveurs publics	Öffentliche Server	Servidores públicos	Общественные серверы	Servidores públicos	公共服务器	パブリックサーバー
1478	e_loc_upp_join_public_server,	JOIN PUBLIC SERVER	Rejoignez le serveur public	Treten Sie dem öffentlichen Server bei	Unirse al servidor público	Присоединяйтесь к общему серверу	Junte -se ao servidor público	加入公共服务器	パブリックサーバーに参加します
1479	e_loc_upp_no_public_servers_found,	NO PUBLIC SERVERS FOUND	Aucun serveur public trouvé	Keine öffentlichen Server gefunden	No se encontraron servidores públicos	Общественные серверы не найдены	Nenhum servidor público encontrado	未发现公共服务器	パブリックサーバーは見つかりませんでした
1480	e_loc_acronym_milliseconds,	ms	Mme	Frau	milisegundo	РС	EM	毫秒	MS
1481	e_loc_chat_message_server,	Server	Serveur	Server	Servidor	Сервер	Servidor	服务器	サーバ
1482	e_loc_loading_game_data,	loading game data	Chargement des données de jeu	Ladespieldaten	Cargando datos del juego	Загрузка игровых данных	Carregando dados do jogo	载入游戏数据中	ゲームデータの読み込み
1483	e_loc_loading_mods,	loading mods	Mods de chargement	Mods laden	Mods de carga	Моды загрузки	carregando mods	载入模组中	モッドの読み込み
1484	e_loc_building_assets,	building assets	actifs de construction	Vermögenswerte	Construcción de activos	строительство активов	Construindo ativos	构建资源中	構築資産
1485	e_loc_disconnect_reason_banned,	banned	banni	verboten	prohibido	запрещен	banido	被封禁	禁止された
1486	e_loc_upp_mute_voice,	MUTE VOICE	Voix muette	Stumme Stimme	Voz muda	Безмолвный голос	Voz mudo	关闭语音	ミュートの声
1487	e_loc_upp_unmute_voice,	UNMUTE VOICE	Voix de la maladie	Ulbenstimme	Voz inmovilizada	Вребованная голос	Voz de atividade	开启语音	ミュートの声
1488	e_loc_turret_chassis_gun,	Stationary Turret (Gun)	Tourelle stationnaire (pistolet)	Stationärer Turm (Waffe)	Torreta estacionaria (pistola)	Стационарная башня (оружие)	Torre estacionária (arma)	固定炮塔（火炮）	静止砲塔（銃）
1489	e_loc_turret_chassis_ciws,	Stationary Turret (CIWS)	Tourrelle stationnaire (CIWS)	Stationärer Turm (CIWS)	Torreta estacionaria (CIWS)	Стационарная башня (CIWS)	Turret estacionário (CIWS)	固定炮塔（近程防御武器系统）	静止砲塔（CIWS）
1490	e_loc_turret_chassis_missile,	Stationary Turret (Missile)	Tourrelle stationnaire (missile)	Stationärer Turm (Rakete)	Torreta estacionaria (misil)	Стационарная башня (ракета)	Torre estacionária (míssil)	固定炮塔（导弹）	静止砲塔（ミサイル）
1491	e_loc_turret_chassis_gun_desc,	Defensive emplacement with 30mm turret	Implacement défensif avec tourelle de 30 mm	Defensive Einlagen mit 30 mm Turm	Emplazamiento defensivo con torreta de 30 mm	Оборонительное размещение с 30 -миллиметровой башней	Apostação defensiva com torre de 30 mm	防御性30毫米炮塔	30mmタレットを使用した防御的な定置
1492	e_loc_turret_chassis_ciws_desc,	Defensive emplacement with CIWS turret	Implacement défensif avec tourelle CIWS	Defensivmarkierung mit CIWS -Turm	Emplazamiento defensivo con torreta CIWS	Оборонительное размещение с башней CIWS	Apostação defensiva com torre CIWS	防御性近程防御武器系统炮塔	CIWSタレットを使用した防御的な定置
1493	e_loc_turret_chassis_missile_desc,	Defensive emplacement with IR missile launcher	Implacement défensif avec lanceur de missiles IR	Defensive Einlagen mit IR -Raketenwerfer	Emplazamiento defensivo con Lanzador de misiles IR	Оборонительное размещение с ИК -ракетной пусковой установкой	Apostação defensiva com lançador de mísseis IR	防御性红外导弹炮塔	IRミサイルランチャーを使用した防御的な定置
1494	e_loc_upp_command_center,	COMMAND CENTER	CENTRE DE COMMANDEMENT	KOMMANDOZENTRALE	CENTRO DE COMANDO	КОМАНДНЫЙ ЦЕНТР	CENTRO DE COMANDO	指挥中心	指令センター
1495	e_loc_upp_construct,	CONSTRUCT	CONSTRUCTION	KONSTRUIEREN	CONSTRUIR	Конструкция	CONSTRUIR	建造	構成
1496	e_loc_upp_construct_defenses,	CONSTRUCT DEFENSES	Construire des défenses	Verteidigungen konstruieren	Construir defensas	Построить защиту	Construir defesas	建造防御设施	防御を構築します
1497	e_loc_upp_cancel_production,	CANCEL PRODUCTION	Annuler la production	Produktion abbrechen	Cancelar la producción	Отменить производство	Cancelar a produção	取消生产	生産をキャンセルします
1498	e_loc_upp_pending,	PENDING	EN ATTENDANT	STEHT AUS	PENDIENTE	В ОЖИДАНИИ	PENDENTE	等待中	保留中
1499	e_loc_upp_constructing,	CONSTRUCTING	Construction	Konstruktion	Construcción	Строительство	Construção	建造中	構築
1500	e_loc_island_has_no_defenses_available,	Island has no defenses available	L'île n'a pas de défenses disponibles	Insel hat keine Verteidigung zur Verfügung	Island no tiene defensas disponibles	У острова нет никакой защиты	Ilha não tem defesas disponíveis	岛屿无可用防御设施	島には防御がありません
1501	e_loc_upp_mule,	MULE	MULE	MAULTIER	MULA	Мул	MULA	马	ラバ
1502	e_loc_upp_mul,	MUL	MULE	MUL	MUL	Мул	MUL	马	ラバ
1503	e_loc_upp_logistics_support_vehicle,	LOGISTICS SUPPORT VEHICLE	Véhicule de support logistique	Logistikunterstützungsfahrzeug	Vehículo de soporte logístico	Логистическая поддержка транспортного средства	Veículo de suporte logístico	后勤支援载具	ロジスティクスサポート車両
1504	e_loc_mule_chassis,	Mule Chassis	Châssis de mule	Maultiergehäuse	Chasis mula	Мул Шасси	Chassi mula	马底盘	ミュールシャーシ
1505	e_loc_logistics_support_vehicle,	Logistics support vehicle	Véhicule de support logistique	Logistikunterstützungsfahrzeug	Vehículo de soporte logístico	Логистическая поддержка транспортного средства	Veículo de suporte logístico	后勤支援载具	ロジスティクスサポート車両
1506	e_loc_upp_logistics_container_20mm,	20MM AMMO (1000)	Ammo de 20 mm (1000)	20 mm Munition (1000)	Munición de 20 mm (1000)	20 мм боеприпасы (1000)	Munção de 20 mm (1000)	20毫米弹药（1000）	20mm弾薬（1000）
1507	e_loc_upp_logistics_container_30mm,	30MM AMMO (250)	Mamo de 30 mm (250)	30 mm Munition (250)	Munición de 30 mm (250)	30 мм боеприпасы (250)	Munção de 30 mm (250)	30毫米弹药（250）	30mm弾薬（250）
1508	e_loc_upp_logistics_container_40mm,	40MM AMMO (150)	Mamo de 40 mm (150)	40 mm Munition (150)	Munición de 40 mm (150)	40 -миллиметровые боеприпасы (150)	Munção de 40 mm (150)	40毫米弹药（150）	40mm弾薬（150）
1509	e_loc_upp_logistics_container_100mm,	100MM AMMO (20)	100 mm de munitions (20)	100 mm Munition (20)	Munición de 100 mm (20)	100 мм боеприпасы (20)	Munição de 100 mm (20)	100毫米弹药（20）	100mm弾薬（20）
1510	e_loc_upp_logistics_container_120mm,	120MM AMMO (40)	120 mm de munitions (40)	120 mm Munition (40)	Munición de 120 mm (40)	120 мм боеприпасы (40)	Munção de 120 mm (40)	120毫米弹药（40）	120mm弾薬（40）
1511	e_loc_upp_logistics_container_fuel,	FUEL (1000L)	Carburant (1000L)	Kraftstoff (1000L)	Combustible (1000L)	Топливо (1000 л)	Combustível (1000L)	燃料（1000升）	燃料（1000L）
1512	e_loc_upp_logistics_container_ir_missile,	IR MISSILES (4)	Missiles IR (4)	IR -Raketen (4)	Misiles IR (4)	ИК -ракеты (4)	IR mísseis (4)	红外导弹（4）	IRミサイル（4）
1513	e_loc_confirm_self_destruct,	Are you sure you want to self-destruct this vehicle?	Êtes-vous sûr de vouloir s'auto-destruction de ce véhicule?	Sind Sie sicher, dass Sie dieses Fahrzeug selbst zerstören möchten?	¿Estás seguro de que quieres autodestruir este vehículo?	Вы уверены, что хотите самоуничтожить этот автомобиль?	Tem certeza de que deseja se autodestruir este veículo?	你是否确定要使此载具自毁？	この車両を自己破壊したいですか？
1514	e_loc_vehicle_self_destructed,	Vehicle Self-Destructed	Véhicule auto-destrué	Fahrzeug selbst zerstört	Vehículo autodestruido	Транспортное средство самоуничтожено	Veículo autodestruído	载具自毁	自己破壊された車両
1515	e_loc_upp_droid,	DROID	DROÏDE	DROID	DROIDE	Дроид	ANDRÓIDE	战斗机甲	ドロイド
1516	e_loc_upp_drd,	DRD	DRD	DRD	DRD	Дроид	ANDRÓIDE	机甲	ドロイド
1517	upp_turret_droid,	DUAL AUTOCANNON	Double automatique	Dual Autocannon	Dual Autocannon	Двойная автоколона	Autocannon duplo	双联装自动炮	デュアルオートキャノン
1518	e_loc_deployable_droid,	Deployable Droid	Droïde déployable	Einsatzbarer Droiden	Droide desplegable	Развертываемый дроид	Dróide implantável	可部署机甲	展開可能なドロイド
1519	e_loc_deploy_droid,	Mule module to deploy a temporary sentry droid	Module de mule pour déployer un droïde temporaire	Maultiermodul zum Bereitstellen eines temporären Sentry -Droiden	Módulo mule para implementar un droide centinelelante temporal	Модуль мула для развертывания временного часового дроида	Módulo Mula para implantar um dróide temporário de sentinela	部署临时哨兵机甲的马模块	一時的なセントリードロイドを展開するラバモジュール
1520	e_loc_upp_deployable_droid,	DEPLOYABLE DROID	Droïde déployable	Einsatzbarer Droiden	Droide desplegable	Развертываемый дроид	Dróide implantável	可部署机甲	展開可能なドロイド
1521	e_loc_droid_retired,	Droid Retired	Droid à la retraite	Droid im Ruhestand	Droide retirado	Дроид в отставке	Droid se aposentou	战斗机甲失效	ドロイドは引退しました
1522	e_loc_input_chat_team,	team chat	discussion en équipe	Team-Chat	chat de equipo	командный чат	bate-papo em equipe	团队聊天	チームチャット
1523	e_loc_input_chat_cycle_mode,	chat mode	mode de discussion	Chat-Modus	modo de chat	режим чата	modo de bate-papo	聊天模式	チャットモード
1524	e_loc_chat_team,	team	équipe	Team	equipo	командный	equipe	团队	チーム
1525	e_loc_chat_global,	global	mondial	global	global	глобальный	global	全球的	グローバル
1526	e_loc_upp_air_traffic_holding,	HOLDING	HOLDING	HALTEN	TENENCIA	ОЖИДАНИЕ	CONTENÇÃO	保持	ホールディング
1527	e_loc_button_hold_on_deck,	Hold On Deck	Attendez sur le pont	Bleiben Sie an Deck	Espera en cubierta	Ожидает на палубе	Espere no convés	留在甲板上	ホールド・オン・デッキ
1528	e_loc_indicator_holding,	Holding	Holding	Halten	Tenencia	Ожидает	Contenção	保持	ホールディング
1529	e_loc_turret_gimbal_30mm,	30mm Gimbal Turret	Tourelle à cardan de 30 mm	30-mm-Gimbal-Turm	Torreta de cardán de 30 mm	Подвесная автопушка 30мм	Torre de cardan de 30 mm	30mm云台转塔	30mmジンバルタレット
1530	e_loc_air_vehicle_cannon,	Air vehicle cannon	Canon pour véhicule aérien	Luftfahrzeugkanone	Cañón de vehículo aéreo	Автопушка для воздушной техники	Canhão de veículo aéreo	飞行器大炮	航空車両大砲
1531	e_loc_upp_30mm_gimbal,	30MM GIMBAL	CARDON 30MM	30-MM-GIMBAL	CARDÁN DE 30MM	Gimbal 30мм	CARDAL 30MM	30MM云台	30MMジンバル
1532	e_loc_upp_travel_to_carrier,	TRAVEL TO CARRIER?	VOYAGE AU TRANSPORTEUR ?	REISEN ZUM TRANSPORTER?	¿VIAJAR AL TRANSPORTADOR?	Переместиться на другой авианосец?	VIAJAR PARA TRANSPORTADORA?	前往承运人？	運送業者までご旅行ですか?
1533	e_loc_carriers_per_human_team,	Carriers Per Human Team	Transporteurs par équipe humaine	Träger pro menschlichem Team	Transportistas Por Equipo Humano	Авианосцев на команду	Transportadoras por equipe humana	每个团队的携带者	人間チームごとのキャリア数
1534	e_loc_manual_vehicle_control_button_hold_air,	Prevent aircraft from taking off until disabled or their deploy buttons are pressed.	Empêchez les avions de décoller jusqu'à ce qu'ils soient désactivés ou que leurs boutons de déploiement soient enfoncés.	Verhindern Sie, dass Flugzeuge starten, bis sie deaktiviert sind oder ihre Auslösetasten gedrückt werden.	Evite que los aviones despeguen hasta que se desactiven o se presionen sus botones de despliegue.	Предотвращает взлет воздушной техники пока режим ожидания не будет отключен или пока не будут нажаты кнопки запуска техники.	Impedir que as aeronaves decolem até que sejam desativadas ou seus botões de implantação sejam pressionados.	阻止飞机起飞，直到禁用或按下部署按钮。	航空機が無効化されるか、展開ボタンが押されるまで離陸できないようにします。
1535	e_loc_upp_input_category_player,	PLAYER	JOUEUR	SPIELER	JUGADOR	ИГРОК	JOGADOR	玩家	プレーヤー
1536	e_loc_upp_input_category_vehicle,	VEHICLE	VÉHICULE	FAHRZEUG	VEHÍCULO	ТЕХНИКА	VEÍCULO	车辆	車両
1537	e_loc_input_axis_vehicle_throttle,	throttle	Manette de Gaz	Gaspedal	acelerador	газ	acelerador	风门	スロットル
1538	e_loc_input_axis_vehicle_pitch,	pitch	pas	Tonhöhe	paso	тангаж	tom	沥青	ピッチ
1539	e_loc_input_axis_vehicle_yaw,	yaw	embardée	gieren	guiñada	рысканье	guinada	偏航	ヨー
1540	e_loc_input_axis_vehicle_roll,	roll	rouler	rollen	rollo	крен	rolar	卷	ロール
